[*] Computing DDT
[+] DDT Computed
DDT took 5.368351328s
Iter#1 New set #1 of size 36 (1.0 its/hit = 0.000s/hit): seed=13902645273157942486 [73, 517, 767, 836, 1133, 1207, 2339, 2410, 3137, 3258, 3795, 4108, 4371, 5283, 5291, 5484, 5925, 6061, 6106, 7489, 7747, 9231, 9424, 9426, 9722, 9851, 11396, 12053, 12385, 13621, 14698, 14779, 14926, 15282, 15336, 16067]
Iter#3 New set #1 of size 37 (3.0 its/hit = 0.000s/hit): seed=2165737899842858139 [197, 257, 1980, 1999, 2102, 2675, 2924, 2978, 3055, 3264, 3516, 4972, 5272, 5427, 5502, 5570, 5626, 5681, 6301, 6799, 7790, 8321, 8735, 10991, 11202, 11806, 12196, 12321, 12601, 13194, 13464, 13636, 13748, 14415, 14679, 15452, 15704]
Iter#4 New set #2 of size 37 (2.0 its/hit = 0.000s/hit): seed=11262306459634138572 [311, 667, 842, 1105, 1650, 1656, 2006, 2403, 2647, 2898, 3659, 3814, 3894, 5677, 5802, 7811, 8179, 8418, 8686, 9114, 9160, 9361, 9614, 9632, 10023, 10383, 11289, 11296, 11720, 11833, 11867, 11962, 12269, 13342, 13666, 14719, 15568]
Iter#13 New set #1 of size 43 (13.0 its/hit = 0.000s/hit): seed=18138294809676132836 [465, 552, 802, 1186, 1446, 1530, 1821, 2749, 3085, 3798, 3949, 4161, 5214, 5547, 5569, 5735, 5776, 5846, 6383, 7773, 8313, 8940, 9470, 9820, 10254, 11360, 11455, 11976, 12180, 12535, 12682, 13148, 13465, 13535, 13676, 13903, 13930, 14258, 14525, 14812, 15415, 15698, 15726]
Iter#16 New set #1 of size 46 (16.0 its/hit = 0.000s/hit): seed=2051677468485225472 [412, 631, 923, 952, 1247, 2370, 2485, 2601, 3348, 4153, 4516, 4591, 4877, 4923, 4932, 5173, 5202, 5697, 6428, 6644, 6970, 7740, 8432, 8853, 9584, 9586, 10293, 10316, 10396, 10556, 10832, 10987, 11096, 11739, 11805, 11995, 12094, 12457, 12824, 13088, 13273, 14385, 15055, 15281, 15470, 15618]
Iter#51 New set #2 of size 46 (25.5 its/hit = 0.000s/hit): seed=18204555375162839693 [720, 743, 841, 1158, 1247, 1320, 1389, 1768, 2478, 2807, 3836, 4168, 4531, 4840, 4841, 4915, 4963, 5373, 5672, 6472, 6859, 6986, 6998, 7375, 7517, 7582, 8313, 8523, 9404, 9451, 9821, 9997, 10271, 10764, 11495, 12316, 12661, 12971, 13106, 13524, 13596, 14199, 14314, 14582, 15565, 16284]
Iter#56 New set #3 of size 46 (18.7 its/hit = 0.000s/hit): seed=7518188081067766218 [634, 873, 1046, 2176, 2465, 2609, 2949, 3192, 3501, 3867, 3899, 3951, 4462, 4848, 5588, 5606, 6259, 6296, 6467, 6528, 7589, 7632, 8308, 9045, 9344, 9469, 9759, 10148, 10210, 10541, 10644, 10732, 11147, 11362, 11986, 12027, 13722, 14016, 14347, 14448, 15063, 15146, 15374, 15844, 15879, 15962]
Iter#108 New set #4 of size 46 (27.0 its/hit = 0.000s/hit): seed=3993323937516413238 [14, 270, 271, 485, 854, 964, 1088, 2237, 2907, 3018, 3264, 3434, 3520, 3806, 3925, 3968, 4308, 4810, 7710, 7953, 9470, 9492, 9595, 9652, 9966, 10340, 10385, 10489, 10706, 10769, 11289, 11390, 11992, 12130, 12836, 12843, 13211, 13558, 13660, 14021, 14543, 14773, 15093, 15373, 15648, 16356]
Iter#304 New set #5 of size 46 (60.8 its/hit = 0.000s/hit): seed=8838996495700243749 [462, 575, 869, 1112, 1346, 1570, 1983, 2058, 2455, 3299, 3365, 3968, 3977, 4056, 4222, 6152, 6462, 6664, 7520, 8129, 8504, 8660, 8676, 8815, 8925, 8971, 9284, 9976, 10510, 10840, 10882, 10978, 11684, 11906, 12381, 13861, 14537, 14551, 15150, 15221, 15278, 15347, 15918, 16038, 16213, 16344]
Iter#425 New set #1 of size 55 (425.0 its/hit = 0.000s/hit): seed=6816015111851560239 [176, 358, 386, 1004, 1023, 1061, 1410, 1517, 1620, 2144, 2218, 3105, 3172, 4071, 4089, 4429, 4648, 5461, 5479, 5548, 5560, 5665, 5755, 6033, 6510, 6632, 6714, 6982, 7269, 7518, 7606, 8541, 8941, 9149, 9845, 10099, 10320, 10760, 11136, 11699, 11800, 11986, 12125, 12261, 12266, 12316, 12413, 12497, 12826, 12999, 13112, 13649, 13716, 14161, 15780]
Iter#47329 New set #2 of size 55 (23664.5 its/hit = 29.500s/hit): seed=10413666591027900854 [76, 82, 751, 1375, 1385, 1694, 2782, 2912, 3077, 3553, 3625, 3770, 3824, 4079, 4337, 4551, 4603, 4831, 5128, 5161, 5235, 5538, 5694, 5789, 6320, 6377, 6535, 6538, 6606, 7766, 7789, 7825, 8272, 8471, 8650, 8988, 9308, 9361, 9820, 10970, 11074, 11900, 12033, 12132, 12413, 12417, 12526, 12602, 13032, 14239, 14957, 15144, 15588, 15759, 16243]
Iter#305795 New set #3 of size 55 (101931.7 its/hit = 128.667s/hit): seed=3064049812528108441 [166, 534, 1169, 1218, 1343, 1410, 1546, 2651, 2981, 3055, 3352, 3476, 3829, 3968, 4495, 4829, 4863, 5098, 5218, 5312, 5457, 5779, 5843, 5961, 5963, 6239, 6302, 6360, 6419, 7111, 7165, 7504, 9702, 9791, 10026, 10149, 10587, 10668, 10674, 11137, 11509, 11558, 12031, 12090, 12271, 12866, 13422, 13557, 13572, 13768, 14458, 14465, 15528, 15674, 16130]
Iter#306131 New set #4 of size 55 (76532.8 its/hit = 96.500s/hit): seed=5749680102005904729 [188, 253, 582, 903, 1102, 2145, 2182, 2287, 2920, 3099, 3229, 3625, 4068, 4497, 5032, 5195, 6270, 6630, 6739, 6818, 6840, 7114, 7585, 7615, 7656, 7965, 8213, 8597, 10216, 10719, 10884, 10964, 10969, 11069, 11292, 11847, 12283, 12432, 12478, 12965, 13292, 13731, 13783, 14321, 14524, 14571, 14723, 15129, 15400, 15405, 15463, 15668, 15732, 16006, 16036]
Iter#669759 New set #5 of size 55 (133951.8 its/hit = 169.400s/hit): seed=2710695596586397520 [345, 748, 1202, 1328, 1593, 1888, 2124, 2354, 3400, 3827, 4539, 5162, 5268, 5346, 5358, 5429, 6043, 6609, 6669, 6805, 7486, 7664, 7783, 8185, 8364, 8378, 8745, 9007, 9082, 9294, 9325, 9629, 9777, 9791, 10274, 10442, 10701, 10927, 11375, 11614, 11932, 12224, 12511, 12914, 12928, 13011, 13408, 13536, 13747, 14125, 14336, 14913, 15353, 15677, 16382]
Iter#688056 New set #6 of size 55 (114676.0 its/hit = 145.000s/hit): seed=16654299162499474623 [1688, 1769, 1976, 2248, 2425, 2809, 2857, 3706, 4101, 4162, 4724, 4754, 5056, 5154, 5287, 5330, 5419, 5619, 5674, 5984, 6227, 6331, 7235, 7875, 7887, 8013, 8032, 8096, 8550, 8769, 9084, 9582, 9652, 10509, 10891, 11239, 11271, 11330, 11867, 12076, 12380, 12531, 12541, 12770, 13088, 14253, 14993, 15075, 15099, 15211, 15281, 15380, 15535, 16088, 16178]
Iter#773578 New set #7 of size 55 (110511.1 its/hit = 139.571s/hit): seed=4840348629297673164 [699, 941, 1156, 1385, 1420, 1450, 1535, 1823, 1906, 2188, 2250, 2411, 2584, 3359, 3360, 3707, 4057, 4231, 4550, 4756, 5260, 5314, 5665, 5842, 5878, 5897, 5923, 6280, 7127, 7685, 7977, 8078, 8675, 9785, 9791, 10101, 10208, 10320, 10527, 10547, 11670, 11757, 12220, 12483, 12606, 12894, 13263, 13466, 14133, 14334, 14631, 15045, 15088, 15429, 15509]
Iter#799786 New set #8 of size 55 (99973.2 its/hit = 126.250s/hit): seed=12283345337131974952 [66, 459, 750, 774, 827, 1428, 1501, 1524, 1598, 1871, 2170, 2189, 2583, 3036, 3642, 4260, 5396, 5579, 5632, 5753, 5886, 6042, 6112, 6156, 6239, 6757, 6813, 6906, 7015, 7269, 7730, 7817, 8658, 8774, 9057, 9672, 9949, 10133, 10481, 10704, 10782, 10877, 11011, 11106, 11592, 12498, 12638, 13145, 13271, 13302, 13371, 13683, 14493, 14703, 15581]
Iter#803152 New set #9 of size 55 (89239.1 its/hit = 112.667s/hit): seed=4132335542428951202 [159, 458, 521, 684, 1109, 1316, 1339, 1443, 1683, 1836, 1886, 1915, 2231, 2529, 3654, 3803, 4030, 4045, 4124, 4697, 5783, 6127, 6316, 6569, 6662, 6804, 7127, 7329, 7345, 7635, 8019, 8096, 8248, 8469, 8781, 8920, 8985, 9139, 9588, 9861, 10257, 10387, 11009, 11255, 11757, 12181, 13566, 13618, 13664, 14174, 14670, 15586, 15623, 15744, 16320]
Iter#808198 New set #10 of size 55 (80819.8 its/hit = 102.100s/hit): seed=2878559563022006352 [4, 107, 132, 657, 1172, 1283, 1572, 1847, 2137, 2260, 2412, 2510, 2843, 3580, 3805, 3851, 4130, 4255, 4371, 4447, 4648, 4655, 4671, 5295, 6005, 6440, 6442, 6806, 7002, 7019, 7639, 8206, 8872, 9264, 9359, 9585, 9938, 10168, 10296, 10633, 11367, 11868, 12172, 12266, 12818, 13496, 14289, 14407, 14560, 14881, 14989, 15452, 15954, 16019, 16150]
