[*] Computing DDT
[+] DDT Computed
DDT took 330.34551ms
Iter#1 New set #1 of size 26 (1.0 its/hit = 0.000s/hit): seed=16879689615874197893 [116, 226, 265, 284, 322, 563, 576, 736, 768, 1095, 1267, 1313, 1466, 1540, 1601, 1694, 1733, 1841, 1986, 2522, 3029, 3325, 3404, 3539, 3610, 3919]
Iter#2 New set #2 of size 26 (1.0 its/hit = 0.000s/hit): seed=17359035396583739152 [86, 262, 515, 689, 765, 806, 1024, 1070, 1164, 1370, 1388, 1483, 1765, 1799, 2166, 2252, 2254, 2289, 2436, 3176, 3205, 3446, 3521, 3550, 3794, 3952]
Iter#3 New set #3 of size 26 (1.0 its/hit = 0.000s/hit): seed=10930711790627222160 [99, 125, 793, 878, 1010, 1094, 1567, 1636, 1645, 1671, 1712, 1778, 2188, 2353, 2494, 2554, 2575, 2612, 2816, 2848, 3017, 3213, 3686, 3756, 3778, 3928]
Iter#4 New set #1 of size 27 (4.0 its/hit = 0.000s/hit): seed=8096392593643837646 [225, 298, 431, 459, 522, 615, 832, 1043, 1224, 1319, 1323, 1472, 1501, 1507, 1721, 1796, 2129, 2793, 3296, 3319, 3434, 3470, 3644, 3904, 3934, 4002, 4043]
Iter#5 New set #1 of size 28 (5.0 its/hit = 0.000s/hit): seed=1170122536965864699 [101, 350, 408, 422, 933, 1107, 1388, 1453, 1550, 1805, 2262, 2379, 2388, 2412, 2556, 2640, 2711, 2831, 2950, 3038, 3192, 3256, 3406, 3525, 3570, 3785, 3853, 3986]
Iter#15 New set #2 of size 28 (7.5 its/hit = 0.000s/hit): seed=8333842213658446489 [200, 265, 348, 422, 619, 1009, 1128, 1167, 1423, 1799, 1825, 1869, 2110, 2137, 2172, 2273, 2332, 2363, 2382, 2430, 2589, 2718, 2922, 2996, 3008, 3172, 3191, 3519]
Iter#51 New set #1 of size 31 (51.0 its/hit = 0.000s/hit): seed=14521405567852647273 [167, 209, 393, 513, 759, 768, 847, 929, 1048, 1053, 1105, 1266, 1313, 1317, 1359, 1480, 1661, 2007, 2062, 2118, 2365, 2524, 2599, 2764, 2799, 3170, 3568, 3650, 3783, 3813, 3831]
Iter#158 New set #1 of size 32 (158.0 its/hit = 0.000s/hit): seed=16478625338447569796 [343, 369, 459, 476, 508, 530, 550, 720, 829, 895, 1033, 1403, 1537, 2066, 2104, 2325, 2360, 2382, 2467, 2587, 2593, 2863, 2891, 2993, 3315, 3416, 3517, 3796, 3853, 3859, 3874, 4042]
Iter#317 New set #1 of size 36 (317.0 its/hit = 0.000s/hit): seed=15309246509507699094 [69, 117, 353, 511, 602, 698, 949, 1086, 1229, 1291, 1354, 1535, 1591, 1660, 1785, 1841, 1894, 1913, 1949, 1953, 2010, 2226, 2315, 2335, 2377, 2512, 2730, 2900, 2908, 3159, 3181, 3393, 3463, 3589, 3654, 3900]
Iter#2323 New set #2 of size 36 (1161.5 its/hit = 0.000s/hit): seed=71313669775619082 [11, 87, 89, 168, 170, 234, 341, 561, 613, 769, 1003, 1104, 1400, 1632, 1648, 1651, 1701, 1801, 1876, 1956, 2021, 2212, 2510, 2780, 2821, 2843, 2891, 3011, 3160, 3203, 3272, 3485, 3654, 3723, 3783, 3830]
Iter#3705 New set #3 of size 36 (1235.0 its/hit = 0.333s/hit): seed=14788750499099905429 [127, 133, 420, 448, 491, 546, 568, 620, 649, 783, 805, 830, 921, 959, 1046, 1087, 1299, 1330, 1603, 1820, 2003, 2061, 2176, 2344, 2353, 2377, 2752, 2910, 3031, 3166, 3250, 3352, 3593, 3715, 3721, 3842]
Iter#4743 New set #4 of size 36 (1185.8 its/hit = 0.250s/hit): seed=2112349374007864965 [101, 177, 280, 321, 349, 514, 526, 614, 989, 1116, 1162, 1224, 1271, 1349, 1391, 1397, 1745, 1940, 1955, 1959, 2128, 2187, 2259, 2577, 2601, 2655, 2659, 2750, 2810, 3058, 3295, 3376, 3436, 3453, 3744, 4023]
Iter#10707 New set #5 of size 36 (2141.4 its/hit = 0.600s/hit): seed=13544868473633795359 [44, 223, 346, 570, 641, 710, 854, 943, 1004, 1091, 1214, 1403, 1407, 1464, 1481, 1641, 1862, 1872, 1881, 2030, 2087, 2143, 2227, 2299, 2459, 2523, 2735, 3054, 3126, 3160, 3319, 3430, 3634, 3743, 4020, 4064]
Iter#13530 New set #6 of size 36 (2255.0 its/hit = 0.667s/hit): seed=17408376325927509606 [220, 366, 545, 623, 693, 848, 850, 1033, 1118, 1199, 1264, 1288, 1394, 1416, 1524, 1652, 1991, 2030, 2130, 2401, 2432, 2482, 2852, 2944, 3074, 3168, 3205, 3350, 3395, 3433, 3487, 3531, 3610, 4010, 4047, 4055]
Iter#14708 New set #7 of size 36 (2101.1 its/hit = 0.714s/hit): seed=10904697845798941029 [6, 139, 242, 304, 610, 764, 974, 1091, 1347, 1385, 1387, 1440, 1509, 1546, 1694, 1702, 1810, 1979, 1996, 2061, 2143, 2168, 2403, 2540, 2570, 2679, 2930, 3185, 3397, 3579, 3654, 3675, 3678, 3821, 3981, 4006]
Iter#15261 New set #8 of size 36 (1907.6 its/hit = 0.625s/hit): seed=15303740678286859333 [132, 157, 465, 477, 540, 569, 609, 1124, 1144, 1147, 1391, 1485, 1635, 1871, 1874, 1890, 1997, 2075, 2168, 2196, 2286, 2557, 2736, 2812, 2918, 2967, 3235, 3322, 3620, 3773, 3822, 3852, 3894, 4016, 4043, 4087]
Iter#15278 New set #9 of size 36 (1697.6 its/hit = 0.556s/hit): seed=17285706945245986693 [8, 40, 113, 162, 177, 257, 321, 474, 483, 723, 864, 1329, 1437, 1509, 1743, 1805, 1852, 1948, 2032, 2267, 2407, 2417, 2614, 2618, 2729, 2858, 2871, 2985, 3103, 3191, 3240, 3384, 3621, 3718, 3790, 4031]
Iter#16620 New set #10 of size 36 (1662.0 its/hit = 0.500s/hit): seed=1930428310359079015 [13, 63, 114, 264, 355, 442, 672, 685, 784, 887, 950, 1192, 1255, 1271, 1496, 1527, 1665, 1703, 1761, 1853, 2030, 2095, 2513, 2612, 2751, 2798, 2998, 3035, 3085, 3094, 3668, 3821, 3833, 3868, 4007, 4029]
