[*] Computing DDT
[+] DDT Computed
DDT took 322.048114ms
Iter#1 New set #1 of size 31 (1.0 its/hit = 0.000s/hit): seed=11298298074164080376 [166, 205, 503, 525, 589, 654, 853, 901, 1229, 1471, 1816, 1869, 2088, 2115, 2241, 2464, 2498, 2597, 2703, 2760, 2764, 2962, 2963, 3120, 3275, 3285, 3361, 3440, 3691, 3950, 3984]
Iter#10 New set #2 of size 31 (5.0 its/hit = 0.000s/hit): seed=14408905124218493166 [136, 151, 215, 343, 361, 422, 439, 492, 676, 744, 849, 1274, 1493, 1514, 1522, 1538, 1612, 1799, 1918, 1982, 2181, 2259, 2366, 2406, 2634, 3298, 3311, 3607, 3814, 4009, 4014]
Iter#13 New set #3 of size 31 (4.3 its/hit = 0.000s/hit): seed=17134575436097875349 [13, 366, 575, 592, 611, 660, 712, 768, 960, 969, 1304, 1337, 1460, 1919, 1937, 2063, 2109, 2148, 2271, 2360, 2428, 2560, 3361, 3543, 3581, 3682, 3735, 3871, 3901, 3996, 4015]
Iter#17 New set #4 of size 31 (4.2 its/hit = 0.000s/hit): seed=13132746782575306217 [154, 253, 702, 710, 769, 878, 923, 1158, 1160, 1165, 1177, 1196, 1266, 1313, 1529, 1531, 1732, 1816, 2145, 2154, 2310, 2358, 2470, 2629, 2948, 3040, 3092, 3587, 3805, 4026, 4093]
Iter#33 New set #5 of size 31 (6.6 its/hit = 0.000s/hit): seed=10215814886007732624 [28, 182, 196, 254, 278, 498, 570, 768, 1073, 1109, 1155, 1160, 1406, 1714, 1917, 1919, 1992, 2039, 2109, 2127, 2138, 2153, 2340, 2878, 2880, 2928, 2938, 3157, 3750, 3767, 3888]
Iter#34 New set #1 of size 34 (34.0 its/hit = 0.000s/hit): seed=7404778674586775274 [340, 369, 500, 512, 552, 575, 590, 598, 998, 1045, 1432, 1441, 1469, 1657, 1734, 1923, 2162, 2200, 2291, 2368, 2432, 2435, 2450, 2628, 2726, 2793, 2913, 3299, 3393, 3421, 3530, 3755, 3942, 4047]
Iter#65 New set #2 of size 34 (32.5 its/hit = 0.000s/hit): seed=13317158662094523987 [190, 366, 414, 445, 470, 488, 572, 681, 733, 1071, 1420, 1525, 1570, 1661, 1896, 1897, 2064, 2317, 2359, 2417, 2617, 2829, 2972, 3191, 3226, 3230, 3287, 3380, 3593, 3630, 3832, 3855, 4057, 4071]
Iter#76 New set #3 of size 34 (25.3 its/hit = 0.000s/hit): seed=18411286891426253321 [19, 208, 338, 439, 448, 554, 641, 701, 806, 840, 1156, 1165, 1171, 1216, 1233, 1859, 1960, 2003, 2296, 2329, 2342, 2345, 2402, 2948, 2973, 3020, 3361, 3474, 3545, 3661, 3950, 3955, 3993, 4055]
Iter#78 New set #4 of size 34 (19.5 its/hit = 0.000s/hit): seed=3364959396448210474 [49, 58, 67, 132, 257, 365, 521, 667, 668, 701, 739, 855, 1178, 1390, 1422, 1816, 1819, 1960, 2071, 2151, 2194, 2550, 2583, 2821, 2869, 2899, 3171, 3179, 3259, 3358, 3417, 3676, 3696, 3790]
Iter#149 New set #5 of size 34 (29.8 its/hit = 0.000s/hit): seed=1651820042922516718 [98, 221, 252, 318, 330, 371, 500, 619, 630, 698, 744, 917, 1119, 1142, 1147, 1207, 1474, 1605, 1704, 1866, 1961, 1972, 2175, 2304, 2450, 2545, 2589, 2690, 2901, 2938, 3452, 3489, 3653, 3779]
Iter#172 New set #1 of size 40 (172.0 its/hit = 0.000s/hit): seed=6247063529287856662 [41, 197, 348, 442, 576, 585, 730, 830, 868, 924, 941, 952, 1067, 1069, 1117, 1171, 1232, 1307, 1407, 1509, 1536, 1571, 1869, 2045, 2135, 2489, 2878, 3034, 3098, 3101, 3260, 3316, 3478, 3492, 3609, 3747, 3750, 3840, 3995, 4080]
Iter#1881 New set #1 of size 43 (1881.0 its/hit = 0.000s/hit): seed=8857593175255310884 [89, 212, 220, 398, 519, 587, 846, 983, 1155, 1186, 1193, 1231, 1281, 1387, 1425, 1489, 1503, 1534, 1630, 1784, 1816, 2138, 2187, 2322, 2342, 2360, 2393, 2457, 2695, 2767, 2796, 2842, 2855, 2909, 2984, 3072, 3287, 3324, 3459, 3771, 3809, 3939, 3995]
Iter#2935 New set #1 of size 46 (2935.0 its/hit = 0.000s/hit): seed=5040921780623898396 [6, 60, 92, 126, 134, 236, 278, 511, 519, 644, 710, 783, 979, 1143, 1214, 1219, 1328, 1506, 1528, 1773, 1846, 2039, 2113, 2207, 2238, 2304, 2408, 2501, 2949, 3008, 3065, 3087, 3103, 3153, 3177, 3313, 3429, 3542, 3556, 3651, 3765, 3782, 3944, 3949, 3967, 4027]
Iter#39957 New set #2 of size 46 (19978.5 its/hit = 6.500s/hit): seed=5680292101181961801 [10, 105, 113, 160, 166, 267, 650, 763, 818, 976, 1035, 1049, 1158, 1223, 1370, 1457, 1543, 1662, 1718, 1731, 1922, 1932, 1957, 1960, 2188, 2191, 2229, 2257, 2276, 2404, 2466, 2527, 2655, 2663, 2753, 2755, 2782, 2816, 3150, 3226, 3290, 3521, 3841, 3842, 3868, 3989]
Iter#42925 New set #3 of size 46 (14308.3 its/hit = 4.667s/hit): seed=2385826608879758335 [11, 79, 81, 111, 255, 310, 353, 387, 609, 827, 1023, 1487, 1541, 1636, 1674, 1685, 1837, 1864, 1888, 1902, 1967, 2009, 2048, 2092, 2100, 2202, 2373, 2423, 2657, 2683, 2763, 2882, 3041, 3198, 3200, 3266, 3317, 3356, 3377, 3580, 3622, 3842, 3846, 3985, 4062, 4079]
Iter#63369 New set #4 of size 46 (15842.2 its/hit = 5.250s/hit): seed=3473242253167880452 [156, 192, 450, 546, 758, 786, 853, 959, 973, 981, 983, 1077, 1213, 1220, 1442, 1445, 1503, 1627, 1659, 1669, 1776, 1781, 1838, 1924, 2059, 2146, 2190, 2264, 2365, 2424, 2426, 2478, 2535, 2653, 2955, 3196, 3197, 3262, 3296, 3618, 3714, 3812, 3862, 3910, 4054, 4065]
Iter#69667 New set #5 of size 46 (13933.4 its/hit = 4.600s/hit): seed=9362806095618463730 [69, 80, 197, 323, 385, 391, 445, 478, 488, 516, 570, 601, 706, 736, 893, 1154, 1178, 1210, 1254, 1356, 1404, 1540, 1735, 1768, 1844, 1987, 2064, 2133, 2264, 2463, 2525, 2595, 2602, 2656, 2799, 2875, 3005, 3008, 3011, 3083, 3125, 3254, 3346, 3357, 3528, 3613]
Iter#89749 New set #6 of size 46 (14958.2 its/hit = 5.000s/hit): seed=16013219984179104302 [24, 93, 96, 101, 163, 178, 331, 459, 469, 585, 701, 741, 904, 931, 945, 977, 1185, 1269, 1334, 1359, 1455, 1772, 1779, 1916, 1960, 1988, 2260, 2290, 2295, 2296, 2337, 2359, 2365, 2470, 2532, 2681, 2863, 2926, 2966, 2992, 3253, 3260, 3535, 3687, 3797, 4089]
Iter#92870 New set #7 of size 46 (13267.1 its/hit = 4.429s/hit): seed=5483197358964572709 [26, 172, 230, 348, 515, 602, 917, 922, 1023, 1082, 1114, 1147, 1199, 1282, 1386, 1451, 1556, 1626, 1633, 1637, 1671, 1774, 1837, 1939, 2137, 2142, 2244, 2306, 2605, 2613, 2685, 2734, 2751, 2890, 2967, 3081, 3105, 3127, 3222, 3337, 3426, 3432, 3499, 3564, 3742, 3956]
Iter#98001 New set #8 of size 46 (12250.1 its/hit = 4.000s/hit): seed=7120919308198274989 [5, 115, 295, 372, 408, 461, 479, 557, 649, 808, 869, 914, 927, 933, 1306, 1536, 1774, 1832, 1921, 1971, 2224, 2317, 2411, 2442, 2518, 2566, 2598, 2613, 2655, 2660, 2691, 2694, 2795, 2834, 2864, 2929, 3101, 3523, 3553, 3589, 3652, 3730, 3799, 3876, 4065, 4071]
Iter#111646 New set #9 of size 46 (12405.1 its/hit = 4.111s/hit): seed=3757116251045145892 [20, 128, 155, 191, 351, 420, 471, 475, 598, 605, 761, 1101, 1469, 1505, 1515, 1710, 1861, 1873, 2119, 2218, 2223, 2224, 2258, 2434, 2717, 2767, 2823, 2841, 2868, 2888, 2972, 2985, 3032, 3059, 3066, 3112, 3190, 3362, 3506, 3515, 3578, 3705, 3719, 3791, 3823, 4050]
Iter#120267 New set #10 of size 46 (12026.7 its/hit = 4.000s/hit): seed=334645387440862132 [125, 126, 133, 285, 306, 315, 445, 504, 594, 615, 643, 789, 986, 1003, 1159, 1176, 1315, 1325, 1426, 1552, 1580, 1632, 1643, 1749, 1762, 1782, 1929, 2043, 2155, 2172, 2310, 2377, 2433, 2571, 2637, 2719, 2765, 2796, 3216, 3552, 3644, 3720, 3823, 3848, 3852, 3916]
