[*] Computing DDT
[+] DDT Computed
DDT took 332.195902ms
Iter#1 New set #1 of size 26 (1.0 its/hit = 0.000s/hit): seed=6395748143184279316 [24, 509, 796, 833, 1485, 1513, 1530, 1615, 1680, 1778, 1908, 1954, 2048, 2140, 2272, 2686, 2858, 2987, 2990, 3040, 3241, 3324, 3546, 3563, 3699, 3884]
Iter#3 New set #2 of size 26 (1.5 its/hit = 0.000s/hit): seed=7873007300423191598 [55, 164, 705, 711, 807, 912, 1245, 1813, 1899, 1969, 2082, 2200, 2440, 2507, 2572, 2885, 2935, 2945, 2962, 3013, 3043, 3055, 3126, 3427, 3520, 3826]
Iter#5 New set #1 of size 27 (5.0 its/hit = 0.000s/hit): seed=1901418043995409966 [76, 208, 298, 391, 630, 774, 775, 805, 988, 1402, 1560, 1715, 1858, 1935, 1998, 2055, 2109, 2169, 2526, 2529, 2653, 2661, 2942, 3055, 3194, 3454, 3918]
Iter#11 New set #2 of size 27 (5.5 its/hit = 0.000s/hit): seed=12497429904604854988 [37, 57, 109, 218, 259, 407, 570, 738, 922, 939, 959, 1020, 1156, 1277, 1444, 2062, 2104, 2222, 2651, 2687, 2958, 2974, 3267, 3566, 3676, 3764, 3829]
Iter#17 New set #1 of size 28 (17.0 its/hit = 0.000s/hit): seed=16779890140837814801 [7, 44, 290, 808, 846, 933, 967, 1136, 1309, 1609, 1650, 1717, 1771, 1819, 1846, 1857, 1892, 2038, 2525, 2633, 2673, 2821, 2849, 2982, 3200, 3221, 3680, 4020]
Iter#36 New set #2 of size 28 (18.0 its/hit = 0.000s/hit): seed=17258339172040131702 [10, 61, 149, 190, 523, 836, 1050, 1200, 1851, 1887, 1994, 2158, 2306, 2339, 2424, 2513, 2553, 2717, 2852, 2947, 3118, 3160, 3345, 3524, 3568, 3584, 3652, 3966]
Iter#40 New set #1 of size 31 (40.0 its/hit = 0.000s/hit): seed=2252135545081233371 [518, 804, 998, 1030, 1059, 1385, 1575, 1629, 1749, 1782, 1931, 2143, 2374, 2504, 2518, 2635, 2708, 2751, 2785, 2800, 2829, 2977, 3000, 3092, 3105, 3157, 3336, 3394, 3661, 3669, 3797]
Iter#45 New set #2 of size 31 (22.5 its/hit = 0.000s/hit): seed=11257859247906120194 [79, 151, 299, 307, 327, 570, 632, 759, 834, 894, 1130, 1362, 1404, 1461, 1956, 2007, 2124, 2211, 2303, 2449, 2839, 3232, 3259, 3522, 3562, 3602, 3781, 3874, 3900, 3910, 3931]
Iter#118 New set #3 of size 31 (39.3 its/hit = 0.000s/hit): seed=16697285896022437518 [241, 262, 444, 711, 742, 930, 1186, 1238, 1321, 1484, 1497, 1537, 1888, 1978, 1983, 2202, 2346, 2451, 2585, 2598, 2775, 2837, 2977, 3300, 3396, 3397, 3522, 3627, 3683, 3998, 4021]
Iter#174 New set #4 of size 31 (43.5 its/hit = 0.000s/hit): seed=4140537591188321808 [58, 316, 409, 482, 496, 748, 800, 858, 1112, 1714, 1843, 1924, 1999, 2035, 2172, 2386, 2589, 3045, 3157, 3173, 3313, 3324, 3338, 3439, 3729, 3732, 3771, 3868, 3889, 3909, 4071]
Iter#178 New set #5 of size 31 (35.6 its/hit = 0.000s/hit): seed=9515008166855108010 [95, 200, 425, 538, 1045, 1194, 1218, 1230, 1259, 1471, 1637, 1689, 1700, 1719, 2264, 2298, 2304, 2321, 2427, 2524, 2602, 2949, 3219, 3223, 3238, 3371, 3500, 3631, 3924, 3951, 3960]
Iter#251 New set #6 of size 31 (41.8 its/hit = 0.000s/hit): seed=3289629696321381292 [46, 92, 139, 392, 430, 437, 567, 855, 1057, 1231, 1518, 1706, 1755, 1778, 1903, 2097, 2131, 2137, 2206, 2275, 2317, 2635, 2731, 2838, 2899, 2947, 3096, 3195, 3200, 3305, 3534]
Iter#398 New set #1 of size 32 (398.0 its/hit = 0.000s/hit): seed=8405132373573275022 [24, 187, 470, 909, 990, 1060, 1391, 1480, 1560, 1952, 2001, 2048, 2067, 2079, 2092, 2097, 2162, 2495, 2615, 2662, 2871, 2969, 3019, 3067, 3126, 3196, 3454, 3460, 3568, 3979, 3994, 4060]
Iter#528 New set #2 of size 32 (264.0 its/hit = 0.000s/hit): seed=10076091838375507231 [20, 150, 322, 363, 442, 484, 622, 626, 685, 839, 892, 966, 1209, 1305, 1428, 1603, 1636, 1670, 1791, 1801, 1811, 2067, 2470, 2530, 2823, 2966, 3140, 3197, 3377, 3695, 3718, 3982]
Iter#626 New set #3 of size 32 (208.7 its/hit = 0.000s/hit): seed=18025492441030863413 [284, 288, 401, 421, 445, 462, 644, 788, 1062, 1310, 1315, 1376, 1555, 1742, 1777, 1884, 1984, 2144, 2198, 2247, 2659, 2877, 2963, 3001, 3042, 3272, 3366, 3367, 3400, 3421, 3652, 3759]
Iter#686 New set #4 of size 32 (171.5 its/hit = 0.000s/hit): seed=9631535921467108284 [439, 645, 718, 923, 1012, 1095, 1434, 1442, 1477, 1552, 1561, 1642, 1809, 1977, 2098, 2251, 2409, 2436, 2513, 2720, 3021, 3164, 3207, 3440, 3479, 3502, 3554, 3560, 3708, 3759, 3761, 3762]
Iter#1328 New set #5 of size 32 (265.6 its/hit = 0.000s/hit): seed=18298563526002202268 [284, 295, 299, 335, 446, 487, 609, 616, 620, 627, 818, 844, 868, 1033, 1485, 1514, 1585, 1715, 1794, 2133, 2267, 2278, 2289, 2455, 2883, 3243, 3330, 3379, 3560, 3785, 3988, 4027]
Iter#1693 New set #1 of size 33 (1693.0 its/hit = 0.000s/hit): seed=17213846612073348714 [79, 329, 378, 556, 618, 724, 818, 1107, 1245, 1271, 1538, 1902, 2001, 2130, 2148, 2263, 2274, 2398, 2427, 2473, 2706, 2787, 3151, 3170, 3205, 3461, 3495, 3502, 3506, 3520, 3794, 4026, 4028]
Iter#2172 New set #1 of size 36 (2172.0 its/hit = 0.000s/hit): seed=973456227403944591 [193, 268, 592, 658, 685, 1122, 1309, 1513, 1519, 1589, 1647, 1704, 1741, 1921, 1938, 1991, 2127, 2152, 2281, 2360, 2538, 2686, 2808, 2812, 2944, 3177, 3224, 3289, 3545, 3608, 3610, 3863, 3925, 3930, 4082, 4094]
Iter#4896 New set #2 of size 36 (2448.0 its/hit = 1.000s/hit): seed=16239629246935226621 [3, 230, 449, 463, 518, 544, 570, 617, 708, 719, 842, 917, 949, 953, 1027, 1110, 1149, 1211, 1213, 1321, 1339, 1935, 1953, 1969, 2122, 2225, 2544, 2663, 2773, 2900, 2961, 2997, 3136, 3304, 3745, 3931]
Iter#6132 New set #3 of size 36 (2044.0 its/hit = 0.667s/hit): seed=7094861930635846633 [47, 123, 210, 316, 340, 399, 451, 472, 752, 755, 1119, 1214, 1218, 1452, 1637, 1669, 1883, 2047, 2203, 2214, 2224, 2453, 2754, 2819, 2902, 3158, 3235, 3259, 3583, 3683, 3813, 3818, 3854, 3873, 3912, 4015]
Iter#6152 New set #4 of size 36 (1538.0 its/hit = 0.500s/hit): seed=5069785134459418795 [216, 234, 282, 399, 505, 543, 638, 655, 720, 727, 788, 919, 983, 1390, 1559, 1586, 1658, 1762, 1800, 1816, 1993, 2039, 2379, 2623, 2750, 2772, 2951, 3453, 3546, 3566, 3693, 3706, 3787, 3789, 4037, 4089]
Iter#6331 New set #5 of size 36 (1266.2 its/hit = 0.400s/hit): seed=15527722222413987533 [181, 215, 444, 568, 583, 608, 624, 870, 1137, 1571, 1620, 1672, 1686, 1693, 1729, 1805, 1828, 2049, 2062, 2209, 2285, 2316, 2816, 2934, 3047, 3059, 3174, 3259, 3293, 3343, 3372, 3467, 3545, 3617, 4015, 4050]
Iter#8354 New set #6 of size 36 (1392.3 its/hit = 0.500s/hit): seed=2072071704109900778 [64, 150, 206, 433, 534, 928, 967, 973, 1231, 1430, 1435, 1502, 1578, 1581, 1674, 1841, 1887, 2094, 2178, 2206, 2213, 2231, 2350, 2558, 2743, 2758, 2858, 3042, 3075, 3148, 3270, 3380, 3457, 3600, 3606, 3993]
Iter#8548 New set #7 of size 36 (1221.1 its/hit = 0.429s/hit): seed=10636267731550607760 [129, 459, 673, 796, 923, 950, 1002, 1074, 1178, 1310, 1563, 1589, 1786, 1811, 2149, 2312, 2402, 2579, 2604, 2666, 2739, 2822, 2897, 2934, 3207, 3243, 3308, 3327, 3388, 3503, 3507, 3696, 3705, 3804, 3827, 4018]
Iter#10473 New set #8 of size 36 (1309.1 its/hit = 0.500s/hit): seed=13609870520433512387 [75, 99, 484, 494, 531, 570, 720, 747, 749, 769, 960, 1050, 1166, 1507, 1671, 1874, 1993, 2120, 2161, 2290, 2384, 2762, 2995, 3009, 3028, 3093, 3153, 3165, 3297, 3298, 3367, 3547, 3573, 3658, 3752, 3948]
Iter#11623 New set #9 of size 36 (1291.4 its/hit = 0.556s/hit): seed=14213165951946762449 [54, 386, 722, 795, 853, 892, 930, 953, 1026, 1118, 1201, 1286, 1367, 1580, 1849, 1850, 1904, 1919, 2387, 2418, 2709, 2750, 2885, 2911, 2978, 3167, 3203, 3232, 3339, 3343, 3502, 3699, 3736, 3819, 3846, 3994]
Iter#12787 New set #10 of size 36 (1278.7 its/hit = 0.500s/hit): seed=3561541553615200697 [129, 152, 282, 306, 551, 644, 706, 923, 1011, 1131, 1172, 1262, 1431, 1688, 1839, 1913, 1958, 1970, 2360, 2411, 2567, 2759, 2860, 2898, 2901, 2976, 3041, 3101, 3113, 3375, 3453, 3539, 3743, 3815, 3861, 4007]
Iter#27966 New set #20 of size 36 (1398.3 its/hit = 0.600s/hit): seed=15565377541205327929 [141, 142, 144, 261, 324, 414, 467, 696, 709, 755, 773, 842, 1103, 1218, 1220, 1467, 1518, 1688, 1707, 1883, 1994, 2145, 2456, 2540, 2630, 2664, 2740, 2831, 2854, 3038, 3039, 3142, 3187, 3308, 3310, 3902]
Iter#49478 New set #30 of size 36 (1649.3 its/hit = 0.733s/hit): seed=1040063871796871982 [301, 338, 351, 462, 703, 1145, 1157, 1245, 1422, 1565, 1609, 1707, 1859, 1984, 2160, 2197, 2294, 2465, 2568, 2644, 2671, 2861, 2883, 2942, 3251, 3380, 3413, 3584, 3615, 3752, 3784, 3792, 3814, 3991, 4028, 4073]
Iter#53454 New set #40 of size 36 (1336.3 its/hit = 0.600s/hit): seed=15518748863760983684 [64, 93, 120, 178, 189, 245, 299, 326, 642, 919, 1103, 1111, 1151, 1275, 1305, 1376, 1522, 1563, 1601, 1623, 1666, 1748, 2304, 2417, 2569, 2731, 2810, 2884, 2897, 2954, 3288, 3350, 3370, 3546, 3660, 3733]
Iter#73834 New set #50 of size 36 (1476.7 its/hit = 0.660s/hit): seed=14463527776947605907 [41, 399, 465, 557, 632, 664, 809, 1135, 1235, 1269, 1318, 1320, 1414, 1429, 1498, 1504, 1539, 1773, 2194, 2424, 2429, 2548, 2625, 2636, 2712, 2947, 3239, 3278, 3669, 3742, 3749, 3785, 3852, 3877, 3988, 4003]
Iter#93982 New set #60 of size 36 (1566.4 its/hit = 0.700s/hit): seed=4629279954768221139 [74, 119, 201, 232, 249, 262, 278, 551, 575, 651, 713, 866, 1097, 1500, 1755, 1757, 1807, 1952, 2274, 2447, 2557, 2751, 2803, 2821, 2884, 3009, 3029, 3032, 3109, 3450, 3520, 3723, 3807, 3960, 3996, 4019]
