[*] Computing DDT
[+] DDT Computed
DDT took 330.497295ms
Iter#1 New set #1 of size 34 (1.0 its/hit = 0.000s/hit): seed=6739320007761605878 [0, 102, 177, 355, 756, 1073, 1255, 1285, 1347, 1353, 1498, 1528, 1708, 1951, 1990, 2091, 2157, 2325, 2326, 2359, 2523, 2534, 2573, 2600, 2861, 3041, 3162, 3234, 3334, 3745, 3762, 3907, 4045, 4070]
Iter#2 New set #2 of size 34 (1.0 its/hit = 0.000s/hit): seed=2029874836448419199 [0, 181, 203, 274, 378, 562, 650, 815, 1163, 1187, 1205, 1252, 1543, 1577, 1811, 1941, 2008, 2032, 2103, 2150, 2542, 2581, 2689, 2992, 3197, 3384, 3406, 3429, 3469, 3652, 3725, 3797, 3852, 3896]
Iter#3 New set #1 of size 35 (3.0 its/hit = 0.000s/hit): seed=374629478392048538 [0, 37, 48, 50, 187, 343, 425, 602, 605, 961, 1050, 1073, 1075, 1509, 1516, 1537, 2027, 2123, 2229, 2754, 2799, 2861, 2954, 3212, 3237, 3351, 3412, 3547, 3605, 3630, 3791, 3812, 3937, 3958, 3967]
Iter#4 New set #2 of size 35 (2.0 its/hit = 0.000s/hit): seed=7939651065041888530 [0, 57, 186, 266, 408, 418, 424, 593, 970, 1018, 1386, 1436, 1440, 1669, 1679, 1802, 1828, 1925, 1945, 1957, 2112, 2571, 2815, 2838, 2986, 3077, 3111, 3255, 3350, 3370, 3430, 3859, 3887, 3918, 4009]
Iter#6 New set #3 of size 35 (2.0 its/hit = 0.000s/hit): seed=799385637660654940 [0, 183, 354, 480, 597, 927, 1047, 1183, 1249, 1329, 1526, 1553, 1699, 1798, 1840, 1925, 1994, 2100, 2243, 2254, 2287, 2457, 2458, 2500, 2536, 2631, 2682, 2775, 2908, 3001, 3095, 3324, 3756, 3943, 3946]
Iter#8 New set #4 of size 35 (2.0 its/hit = 0.000s/hit): seed=10030328463172277744 [0, 7, 36, 235, 373, 456, 512, 565, 605, 957, 993, 1223, 1385, 1406, 1430, 1488, 1566, 1649, 1654, 1784, 1922, 2097, 2174, 2537, 2564, 2641, 2695, 3087, 3101, 3225, 3294, 3442, 3755, 3821, 3914]
Iter#9 New set #1 of size 37 (9.0 its/hit = 0.000s/hit): seed=12162584250614384841 [0, 114, 115, 341, 389, 510, 583, 589, 807, 814, 831, 853, 953, 1110, 1406, 1764, 1869, 2113, 2223, 2250, 2260, 2284, 2302, 2350, 2564, 2594, 2623, 2687, 2714, 2847, 3215, 3217, 3373, 3388, 3437, 3549, 3586]
Iter#16 New set #2 of size 37 (8.0 its/hit = 0.000s/hit): seed=12598410500019217095 [0, 187, 264, 269, 378, 441, 534, 552, 576, 609, 706, 802, 826, 904, 1071, 1168, 1226, 1364, 1548, 1580, 1793, 1879, 2020, 2227, 2258, 2277, 2480, 2481, 2645, 2692, 2767, 3020, 3278, 3492, 3570, 3937, 4079]
Iter#18 New set #3 of size 37 (6.0 its/hit = 0.000s/hit): seed=2519754540942202950 [0, 76, 169, 193, 226, 464, 945, 1039, 1111, 1112, 1217, 1262, 1422, 1436, 1488, 1685, 1827, 2008, 2045, 2095, 2142, 2228, 2265, 2333, 2357, 2509, 2746, 2900, 3033, 3053, 3449, 3471, 3512, 3663, 3864, 3972, 4082]
Iter#45 New set #4 of size 37 (11.2 its/hit = 0.000s/hit): seed=9804229753956864584 [0, 189, 206, 288, 294, 296, 355, 383, 413, 508, 564, 692, 725, 846, 914, 1061, 1645, 2051, 2066, 2286, 2311, 2353, 3077, 3088, 3170, 3172, 3216, 3237, 3375, 3730, 3865, 3884, 3914, 3917, 3949, 4008, 4033]
Iter#56 New set #5 of size 37 (11.2 its/hit = 0.000s/hit): seed=17529637927946852736 [0, 19, 95, 397, 527, 724, 1061, 1153, 1179, 1220, 1357, 1372, 1412, 1423, 1440, 1456, 1475, 1601, 1638, 2394, 2536, 2586, 2614, 2633, 2646, 2826, 2926, 3184, 3239, 3416, 3474, 3686, 3763, 3791, 3809, 3974, 4042]
Iter#59 New set #6 of size 37 (9.8 its/hit = 0.000s/hit): seed=8200364323758843807 [0, 29, 129, 325, 624, 721, 741, 945, 955, 959, 1125, 1174, 1180, 1301, 1334, 1516, 1573, 1965, 2147, 2265, 2423, 2501, 2963, 2995, 3017, 3188, 3213, 3216, 3297, 3332, 3581, 3646, 3650, 3658, 3689, 3744, 3750]
Iter#67 New set #7 of size 37 (9.6 its/hit = 0.000s/hit): seed=6366211390664991349 [0, 104, 108, 228, 242, 310, 448, 471, 615, 655, 816, 883, 897, 942, 1172, 1194, 1353, 1747, 1767, 1872, 2347, 2370, 2383, 2513, 2557, 2579, 2701, 3113, 3141, 3240, 3309, 3347, 3364, 3495, 3524, 3558, 3874]
Iter#83 New set #1 of size 39 (83.0 its/hit = 0.000s/hit): seed=6557248861976516294 [0, 11, 70, 79, 391, 404, 450, 499, 556, 675, 724, 774, 1119, 1134, 1368, 1540, 1600, 1880, 2165, 2218, 2299, 2391, 2399, 2659, 2694, 2705, 2727, 2845, 3237, 3283, 3355, 3374, 3385, 3432, 3527, 3539, 3769, 3900, 3935]
Iter#168 New set #1 of size 43 (168.0 its/hit = 0.000s/hit): seed=6631619695031525838 [0, 42, 109, 406, 566, 586, 614, 652, 765, 815, 1035, 1111, 1283, 1317, 1343, 1451, 1473, 1518, 1536, 1710, 1798, 1799, 1850, 1985, 2152, 2211, 2356, 2525, 2609, 2619, 2673, 2813, 3030, 3047, 3253, 3465, 3509, 3515, 3622, 3958, 3963, 3980, 4016]
Iter#308 New set #2 of size 43 (154.0 its/hit = 0.000s/hit): seed=13702396765479985433 [0, 29, 91, 192, 275, 337, 373, 494, 512, 667, 671, 702, 741, 814, 949, 1428, 1550, 1551, 1608, 1748, 1863, 1872, 2014, 2109, 2150, 2228, 2494, 2536, 2691, 2759, 2776, 2848, 2860, 2918, 2959, 3111, 3219, 3379, 3445, 3547, 3643, 3811, 3889]
Iter#748 New set #3 of size 43 (249.3 its/hit = 0.000s/hit): seed=18435135540245444289 [0, 23, 79, 379, 414, 515, 726, 739, 801, 814, 888, 1011, 1161, 1185, 1223, 1345, 1384, 1521, 1522, 1674, 1697, 1761, 2033, 2232, 2288, 2432, 2593, 2612, 2624, 2742, 2852, 3119, 3164, 3340, 3408, 3487, 3638, 3676, 3686, 3743, 3846, 3852, 3878]
Iter#2467 New set #4 of size 43 (616.8 its/hit = 0.000s/hit): seed=6130974875742435278 [0, 30, 34, 429, 483, 517, 651, 664, 680, 964, 1004, 1023, 1068, 1093, 1115, 1833, 2129, 2227, 2409, 2423, 2468, 2811, 2830, 2998, 3142, 3157, 3271, 3315, 3361, 3372, 3378, 3413, 3465, 3566, 3639, 3693, 3796, 3861, 3899, 3932, 3968, 3992, 4071]
Iter#3003 New set #5 of size 43 (600.6 its/hit = 0.200s/hit): seed=16504579358821479009 [0, 181, 336, 383, 453, 568, 811, 900, 929, 946, 1048, 1140, 1392, 1471, 1533, 1542, 1589, 1695, 1864, 1889, 2160, 2248, 2342, 2428, 2538, 2581, 2632, 2641, 2672, 2697, 2700, 2759, 2965, 3064, 3093, 3203, 3328, 3449, 3558, 3805, 3896, 4001, 4014]
Iter#3059 New set #6 of size 43 (509.8 its/hit = 0.167s/hit): seed=1371424214849952728 [0, 76, 162, 182, 263, 271, 460, 574, 764, 966, 1040, 1060, 1108, 1165, 1171, 1556, 1571, 1572, 1721, 1756, 1759, 1787, 1856, 2036, 2294, 2330, 2338, 2363, 2470, 2717, 2831, 2905, 2962, 3146, 3174, 3184, 3201, 3433, 3576, 3581, 3860, 3917, 3952]
Iter#3228 New set #7 of size 43 (461.1 its/hit = 0.143s/hit): seed=1701997687433357985 [0, 275, 577, 593, 615, 673, 782, 825, 842, 946, 1118, 1194, 1395, 1448, 1634, 1647, 1763, 1853, 1901, 1947, 2161, 2251, 2396, 2461, 2569, 2751, 2778, 2902, 2956, 3015, 3106, 3234, 3287, 3444, 3488, 3524, 3613, 3635, 3642, 3656, 3687, 3702, 3941]
Iter#3287 New set #8 of size 43 (410.9 its/hit = 0.125s/hit): seed=997687627313205989 [0, 21, 57, 159, 218, 357, 474, 499, 584, 592, 691, 734, 855, 887, 1016, 1020, 1036, 1145, 1178, 1552, 1720, 1779, 1825, 1975, 2008, 2029, 2041, 2364, 2522, 2524, 2530, 2635, 2720, 2751, 3064, 3226, 3437, 3494, 3545, 3631, 3768, 3770, 3793]
Iter#3527 New set #9 of size 43 (391.9 its/hit = 0.111s/hit): seed=4301585271857433801 [0, 128, 205, 279, 366, 569, 634, 810, 849, 956, 1150, 1171, 1311, 1401, 1411, 1608, 1818, 1923, 1982, 2007, 2119, 2349, 2538, 2676, 2781, 2832, 3001, 3037, 3069, 3082, 3091, 3126, 3135, 3183, 3270, 3271, 3282, 3339, 3490, 3513, 3817, 3937, 3972]
Iter#3755 New set #10 of size 43 (375.5 its/hit = 0.100s/hit): seed=17480681726998062754 [0, 54, 56, 134, 237, 319, 697, 901, 997, 1009, 1046, 1052, 1082, 1103, 1130, 1276, 1310, 1320, 1412, 1441, 1899, 1963, 1980, 2036, 2260, 2382, 2490, 2500, 2630, 2681, 2765, 2889, 2898, 2943, 3360, 3423, 3537, 3562, 3671, 3681, 3698, 3996, 4025]
Iter#6330 New set #20 of size 43 (316.5 its/hit = 0.100s/hit): seed=5031053782624335552 [0, 109, 142, 196, 248, 283, 303, 309, 541, 623, 732, 742, 816, 933, 1103, 1104, 1130, 1281, 1362, 1470, 1586, 1620, 1902, 1939, 2208, 2267, 2346, 2536, 2748, 2767, 2798, 2839, 2845, 2861, 3072, 3152, 3380, 3483, 3489, 3689, 3751, 3836, 4046]
Iter#9545 New set #30 of size 43 (318.2 its/hit = 0.100s/hit): seed=15605955194053049257 [0, 12, 33, 183, 253, 261, 296, 298, 675, 801, 875, 924, 1034, 1062, 1132, 1286, 1299, 1387, 1671, 1684, 1721, 1745, 1769, 1949, 1968, 2014, 2042, 2106, 2395, 2501, 2544, 2785, 2886, 2918, 2944, 3286, 3548, 3701, 3759, 3777, 3946, 3992, 4086]
Iter#11133 New set #40 of size 43 (278.3 its/hit = 0.100s/hit): seed=4476773221534437970 [0, 9, 103, 116, 153, 389, 396, 512, 529, 611, 652, 696, 884, 941, 1003, 1125, 1154, 1402, 1462, 1579, 1658, 1922, 1930, 2088, 2129, 2360, 2499, 2639, 2707, 2714, 2775, 2838, 2847, 2980, 3020, 3098, 3179, 3281, 3343, 3643, 3886, 3902, 4086]
