[*] Computing DDT
[+] DDT Computed
DDT took 317.805576ms
Iter#1 New set #1 of size 28 (1.0 its/hit = 0.000s/hit): seed=14936335632856912418 [64, 139, 382, 401, 478, 849, 894, 1047, 1083, 1306, 1436, 1771, 1982, 2199, 2372, 2512, 2571, 2604, 2647, 2719, 3002, 3020, 3111, 3259, 3408, 3460, 3478, 3857]
Iter#2 New set #1 of size 29 (2.0 its/hit = 0.000s/hit): seed=13021539345966973394 [74, 176, 228, 497, 520, 540, 796, 832, 930, 975, 998, 1086, 1181, 1281, 1362, 1658, 1828, 2003, 2314, 2346, 2350, 2645, 2660, 2850, 2938, 3386, 3594, 3795, 4038]
Iter#3 New set #2 of size 29 (1.5 its/hit = 0.000s/hit): seed=1433423525560996623 [230, 467, 596, 670, 1116, 1294, 1489, 1552, 1589, 1756, 1768, 1852, 1871, 2224, 2357, 2526, 2554, 2678, 2808, 2956, 3214, 3217, 3468, 3471, 3482, 3557, 3760, 3795, 3897]
Iter#4 New set #1 of size 31 (4.0 its/hit = 0.000s/hit): seed=8155298225020494586 [149, 210, 278, 317, 359, 386, 596, 601, 613, 717, 744, 747, 825, 1039, 1068, 1269, 1304, 1416, 1498, 1614, 1627, 1647, 1712, 2632, 2885, 3420, 3473, 3513, 3616, 3819, 3952]
Iter#5 New set #2 of size 31 (2.5 its/hit = 0.000s/hit): seed=4498042027634171623 [15, 93, 157, 432, 462, 655, 670, 773, 811, 1028, 1053, 1306, 1446, 1523, 1543, 1547, 1797, 1821, 2050, 2233, 2594, 2775, 3000, 3026, 3094, 3137, 3682, 3797, 3942, 4080, 4094]
Iter#7 New set #3 of size 31 (2.3 its/hit = 0.000s/hit): seed=6651816172031727396 [563, 666, 679, 938, 1083, 1171, 1235, 1451, 1724, 1751, 1764, 1981, 2089, 2090, 2434, 2471, 2580, 2667, 2712, 2837, 3069, 3116, 3213, 3257, 3267, 3349, 3527, 3625, 3668, 3926, 3928]
Iter#14 New set #1 of size 34 (14.0 its/hit = 0.000s/hit): seed=2783436858391107024 [41, 201, 580, 630, 886, 954, 955, 961, 1292, 1324, 1402, 1406, 1455, 1520, 1731, 1933, 2107, 2197, 2335, 2525, 2545, 2835, 3115, 3364, 3384, 3441, 3486, 3494, 3505, 3642, 3647, 3736, 3737, 3860]
Iter#29 New set #2 of size 34 (14.5 its/hit = 0.000s/hit): seed=713378541319115441 [26, 72, 127, 340, 435, 507, 843, 871, 886, 918, 951, 1382, 1519, 1678, 1723, 1733, 1949, 2023, 2134, 2250, 2526, 2528, 2762, 2807, 2915, 3038, 3057, 3293, 3344, 3368, 3558, 3771, 4038, 4068]
Iter#36 New set #3 of size 34 (12.0 its/hit = 0.000s/hit): seed=12380806060349943387 [41, 194, 262, 307, 509, 968, 1167, 1221, 1340, 1380, 1440, 1595, 1625, 1760, 1859, 1969, 2146, 2185, 2206, 2264, 2319, 2339, 2348, 2437, 2811, 2863, 2873, 2959, 3126, 3169, 3186, 3398, 3735, 3991]
Iter#78 New set #4 of size 34 (19.5 its/hit = 0.000s/hit): seed=4502819525707919243 [125, 130, 320, 353, 551, 584, 807, 821, 910, 1143, 1171, 1263, 1386, 1452, 1504, 1654, 1794, 1903, 2048, 2212, 2228, 2286, 2393, 2536, 2815, 2883, 3004, 3195, 3449, 3493, 3569, 3781, 3831, 3888]
Iter#92 New set #5 of size 34 (18.4 its/hit = 0.000s/hit): seed=8677665858699763228 [129, 173, 176, 390, 397, 419, 529, 780, 831, 951, 962, 1156, 1354, 1391, 1394, 1492, 1764, 1914, 2005, 2047, 2091, 2136, 2259, 2470, 2488, 2758, 3027, 3246, 3386, 3396, 3397, 3707, 3861, 3968]
Iter#126 New set #6 of size 34 (21.0 its/hit = 0.000s/hit): seed=5453846304195203926 [81, 147, 415, 564, 583, 867, 936, 947, 1201, 1284, 1348, 1651, 1721, 2043, 2180, 2289, 2418, 2457, 2543, 2608, 2676, 2743, 2845, 2965, 3044, 3049, 3418, 3435, 3557, 3635, 3724, 3990, 4016, 4060]
Iter#176 New set #7 of size 34 (25.1 its/hit = 0.000s/hit): seed=1700001482087812977 [129, 338, 359, 362, 426, 529, 537, 609, 683, 801, 892, 1074, 1556, 1562, 1633, 1893, 1988, 2031, 2131, 2186, 2219, 2256, 2368, 2518, 2551, 2736, 2942, 3151, 3246, 3311, 3446, 3567, 3832, 3994]
Iter#190 New set #8 of size 34 (23.8 its/hit = 0.000s/hit): seed=12147935397659410225 [167, 243, 335, 611, 830, 867, 948, 973, 1035, 1056, 1226, 1283, 1342, 1434, 1631, 1661, 1880, 1931, 2371, 2596, 2770, 2907, 3466, 3468, 3640, 3658, 3766, 3819, 3843, 3900, 3921, 3954, 4051, 4067]
Iter#232 New set #9 of size 34 (25.8 its/hit = 0.000s/hit): seed=16631259567604789703 [25, 67, 294, 313, 352, 394, 419, 738, 889, 1005, 1094, 1198, 1250, 1472, 1568, 1745, 1800, 1976, 2057, 2170, 2484, 2536, 2618, 2841, 2869, 2978, 3089, 3092, 3302, 3696, 3725, 3892, 3999, 4063]
Iter#235 New set #10 of size 34 (23.5 its/hit = 0.000s/hit): seed=16346380486468819890 [226, 256, 467, 568, 622, 708, 895, 918, 945, 961, 1098, 1112, 1223, 1320, 1326, 1546, 1724, 1726, 2175, 2298, 2363, 2447, 2627, 2710, 2732, 2918, 3144, 3237, 3356, 3444, 3752, 3791, 3792, 4093]
Iter#266 New set #1 of size 37 (266.0 its/hit = 0.000s/hit): seed=5091177119401593877 [201, 292, 346, 372, 393, 409, 632, 862, 993, 1024, 1027, 1135, 1339, 1415, 1695, 1766, 1874, 2005, 2053, 2068, 2363, 2388, 2426, 2443, 2499, 2636, 2693, 3028, 3329, 3478, 3551, 3607, 3627, 3636, 3766, 3819, 3874]
Iter#618 New set #2 of size 37 (309.0 its/hit = 0.000s/hit): seed=12232313403640468461 [144, 233, 268, 281, 305, 347, 490, 530, 729, 807, 857, 905, 906, 1166, 1181, 1254, 1271, 1428, 1531, 1639, 1687, 1689, 2042, 2186, 2266, 2428, 2501, 2734, 2837, 2978, 3361, 3568, 3756, 3876, 4074, 4075, 4091]
Iter#685 New set #3 of size 37 (228.3 its/hit = 0.000s/hit): seed=2569876591815113870 [3, 157, 366, 476, 490, 514, 596, 816, 843, 870, 1199, 1290, 1303, 1415, 2026, 2076, 2168, 2374, 2403, 2527, 2561, 2602, 2662, 2774, 3105, 3124, 3230, 3250, 3543, 3550, 3637, 3774, 3797, 3814, 3849, 3930, 3982]
Iter#808 New set #4 of size 37 (202.0 its/hit = 0.000s/hit): seed=3516372783959870205 [11, 337, 400, 434, 435, 469, 507, 596, 647, 730, 859, 1105, 1386, 1400, 1410, 1834, 1962, 2045, 2055, 2082, 2259, 2391, 2450, 2457, 2520, 2779, 2886, 3174, 3261, 3289, 3348, 3378, 3474, 3634, 3780, 4004, 4077]
Iter#840 New set #5 of size 37 (168.0 its/hit = 0.000s/hit): seed=14437475368221194789 [145, 174, 260, 317, 329, 331, 347, 385, 406, 602, 679, 763, 950, 993, 1144, 1180, 1348, 1377, 1413, 1514, 1640, 1667, 1788, 1798, 2033, 2138, 2277, 2348, 2516, 2620, 2747, 2810, 2870, 3091, 3473, 3758, 4075]
Iter#1162 New set #1 of size 40 (1162.0 its/hit = 0.000s/hit): seed=12083732649479629255 [254, 356, 403, 464, 515, 517, 520, 596, 665, 764, 843, 964, 1065, 1284, 1319, 1440, 1567, 1602, 1661, 1763, 2273, 2326, 2380, 2535, 2592, 2748, 2829, 2980, 3268, 3459, 3469, 3557, 3589, 3742, 3795, 3802, 3847, 3934, 3956, 4089]
Iter#1926 New set #2 of size 40 (963.0 its/hit = 0.000s/hit): seed=15420139319870542007 [9, 61, 110, 129, 144, 205, 641, 643, 655, 677, 701, 890, 1054, 1065, 1114, 1180, 1207, 1264, 1458, 1521, 1678, 1825, 1880, 1899, 2151, 2261, 2324, 2469, 2598, 2753, 2810, 2935, 3099, 3179, 3645, 3661, 3716, 3860, 3945, 3984]
Iter#2044 New set #1 of size 43 (2044.0 its/hit = 0.000s/hit): seed=14557874035824664527 [19, 59, 110, 142, 363, 398, 434, 481, 569, 611, 719, 800, 839, 842, 966, 1147, 1409, 1453, 1481, 1642, 1865, 1943, 2049, 2074, 2170, 2178, 2195, 2302, 2347, 2360, 2552, 2590, 2914, 3103, 3135, 3241, 3280, 3408, 3487, 3509, 3548, 3628, 3760]
Iter#3317 New set #1 of size 46 (3317.0 its/hit = 0.000s/hit): seed=18414552732521985338 [56, 286, 409, 437, 522, 617, 716, 734, 1048, 1307, 1450, 1488, 1599, 1623, 1831, 1878, 2000, 2009, 2176, 2182, 2250, 2263, 2268, 2397, 2452, 2509, 2611, 2670, 2672, 2685, 2768, 2796, 2890, 3008, 3161, 3340, 3370, 3417, 3434, 3504, 3586, 3662, 3676, 3688, 3698, 3777]
Iter#27834 New set #2 of size 46 (13917.0 its/hit = 3.500s/hit): seed=15792871991270760588 [97, 160, 231, 234, 239, 282, 376, 476, 573, 660, 772, 913, 940, 948, 1027, 1106, 1245, 1269, 1303, 1348, 1408, 1654, 1840, 1883, 2057, 2068, 2080, 2238, 2390, 2434, 2551, 2569, 2653, 2819, 2824, 2877, 3080, 3269, 3612, 3719, 3787, 3806, 3896, 4030, 4053, 4060]
Iter#44997 New set #3 of size 46 (14999.0 its/hit = 3.667s/hit): seed=15700111986495989954 [74, 88, 136, 153, 192, 271, 350, 385, 499, 524, 562, 564, 572, 710, 720, 771, 844, 918, 1001, 1024, 1117, 1126, 1198, 1299, 1396, 1533, 1848, 2022, 2161, 2300, 2375, 2519, 2533, 2770, 2815, 2816, 2844, 3268, 3278, 3534, 3784, 3866, 3938, 4019, 4046, 4065]
Iter#47070 New set #4 of size 46 (11767.5 its/hit = 3.000s/hit): seed=6887381902186048266 [214, 448, 463, 515, 729, 773, 836, 902, 928, 946, 1051, 1222, 1274, 1346, 1959, 1963, 2119, 2135, 2188, 2198, 2237, 2340, 2585, 2666, 2710, 2786, 2883, 2957, 3034, 3049, 3142, 3186, 3199, 3257, 3412, 3740, 3763, 3833, 3844, 3859, 3861, 3970, 3983, 4007, 4020, 4026]
Iter#55192 New set #5 of size 46 (11038.4 its/hit = 2.800s/hit): seed=10350060084763055861 [17, 110, 132, 203, 321, 343, 395, 435, 437, 443, 518, 628, 648, 729, 783, 798, 839, 973, 991, 1121, 1215, 1658, 1684, 1779, 1833, 1927, 2010, 2017, 2183, 2203, 2389, 2424, 2640, 2658, 2752, 2939, 3062, 3124, 3145, 3174, 3229, 3301, 3407, 3657, 3907, 3913]
Iter#84703 New set #6 of size 46 (14117.2 its/hit = 3.500s/hit): seed=6398863851188361825 [213, 233, 344, 420, 490, 528, 654, 718, 823, 857, 932, 1043, 1078, 1089, 1090, 1132, 1201, 1210, 1225, 1250, 1281, 1379, 1390, 1445, 1616, 1931, 1937, 1968, 2049, 2051, 2200, 2222, 2238, 2730, 2765, 2772, 2878, 3002, 3063, 3252, 3395, 3515, 3608, 3663, 3908, 3996]
Iter#92982 New set #7 of size 46 (13283.1 its/hit = 3.286s/hit): seed=11460336246249235960 [142, 177, 582, 639, 663, 923, 1136, 1181, 1216, 1224, 1238, 1326, 1353, 1509, 1514, 1527, 1625, 1670, 1679, 1782, 2158, 2221, 2285, 2368, 2515, 2533, 2641, 2744, 2757, 2761, 2773, 2784, 2870, 2995, 3084, 3137, 3353, 3358, 3579, 3582, 3613, 3665, 3836, 4002, 4010, 4090]
Iter#95656 New set #8 of size 46 (11957.0 its/hit = 3.000s/hit): seed=11869422529294696168 [5, 50, 197, 357, 427, 560, 566, 667, 797, 818, 829, 931, 959, 1082, 1125, 1299, 1321, 1404, 1460, 1527, 1581, 1671, 1842, 1969, 2117, 2192, 2211, 2250, 2271, 2391, 2398, 2458, 2517, 2751, 2786, 2790, 2848, 2940, 3037, 3469, 3749, 3815, 3841, 3893, 4057, 4065]
Iter#157994 New set #9 of size 46 (17554.9 its/hit = 4.444s/hit): seed=2264952095338283482 [13, 102, 105, 175, 178, 277, 311, 472, 532, 917, 1045, 1083, 1100, 1405, 1504, 1562, 1699, 1772, 1961, 1988, 2019, 2022, 2054, 2152, 2168, 2253, 2542, 2592, 2630, 2759, 2773, 2843, 2988, 2997, 3036, 3048, 3188, 3307, 3312, 3343, 3400, 3466, 3823, 3953, 3956, 3993]
Iter#163751 New set #10 of size 46 (16375.1 its/hit = 4.200s/hit): seed=1326704685820303485 [2, 200, 262, 270, 303, 329, 397, 878, 884, 943, 976, 1072, 1411, 1458, 1511, 1576, 1593, 1741, 1761, 1768, 1872, 1968, 2154, 2196, 2233, 2336, 2588, 2656, 2687, 2749, 2791, 2909, 3003, 3031, 3061, 3078, 3237, 3334, 3364, 3381, 3482, 3503, 3627, 3769, 3969, 4087]
Iter#334868 New set #20 of size 46 (16743.4 its/hit = 4.300s/hit): seed=4812022503067319322 [6, 8, 133, 202, 233, 389, 471, 479, 555, 571, 579, 606, 768, 900, 914, 944, 1032, 1142, 1144, 1200, 1547, 1615, 1616, 1732, 1735, 1798, 1863, 1870, 1897, 1997, 2195, 2288, 2290, 2345, 2443, 2734, 2917, 2928, 3217, 3351, 3372, 3458, 3576, 3716, 3772, 3812]
Iter#449322 New set #30 of size 46 (14977.4 its/hit = 3.867s/hit): seed=13356545822075669931 [17, 20, 96, 246, 892, 934, 953, 1080, 1180, 1300, 1316, 1327, 1386, 1392, 1600, 1622, 1656, 1665, 1780, 1827, 1917, 1926, 2150, 2200, 2250, 2295, 2407, 2419, 2453, 2547, 2626, 2749, 2909, 3166, 3198, 3392, 3524, 3560, 3642, 3680, 3721, 3860, 3913, 3925, 3941, 3955]
Iter#621236 New set #40 of size 46 (15530.9 its/hit = 4.000s/hit): seed=4773701971523271855 [410, 459, 594, 801, 856, 932, 952, 963, 1000, 1039, 1183, 1189, 1362, 1367, 1392, 1409, 1534, 1547, 1761, 1851, 1876, 1888, 1951, 1956, 2133, 2364, 2419, 2772, 2812, 2836, 2911, 3180, 3300, 3312, 3327, 3362, 3472, 3520, 3525, 3560, 3630, 3647, 3686, 3929, 3970, 4001]
Iter#783887 New set #50 of size 46 (15677.7 its/hit = 4.040s/hit): seed=6259354879613685433 [8, 76, 275, 361, 370, 442, 502, 613, 617, 816, 829, 872, 874, 1155, 1173, 1181, 1344, 1391, 1497, 1602, 1641, 1907, 2029, 2046, 2170, 2198, 2244, 2308, 2359, 2431, 2584, 2610, 2690, 2853, 2862, 3342, 3418, 3486, 3511, 3551, 3560, 3575, 3600, 3678, 3777, 4032]
Iter#1040769 New set #60 of size 46 (17346.2 its/hit = 4.467s/hit): seed=12621976687538150553 [112, 152, 289, 297, 319, 344, 565, 1048, 1112, 1161, 1181, 1331, 1360, 1384, 1716, 1751, 1797, 1841, 1911, 1954, 1964, 1988, 2091, 2145, 2161, 2466, 2475, 2554, 2667, 2931, 3066, 3100, 3183, 3391, 3451, 3519, 3611, 3616, 3617, 3817, 3823, 3853, 3948, 3990, 3997, 4051]
Iter#1162952 New set #70 of size 46 (16613.6 its/hit = 4.286s/hit): seed=14952966428812199558 [44, 153, 198, 226, 376, 495, 497, 582, 603, 604, 611, 664, 676, 732, 733, 841, 1055, 1132, 1262, 1309, 1341, 1602, 1787, 1808, 1841, 1926, 2113, 2198, 2536, 2732, 2960, 3036, 3240, 3264, 3306, 3336, 3459, 3640, 3652, 3793, 3826, 3833, 3898, 3966, 3981, 4027]
Iter#1310684 New set #80 of size 46 (16383.5 its/hit = 4.225s/hit): seed=13993644744609546304 [16, 78, 495, 513, 548, 568, 713, 782, 881, 1024, 1112, 1173, 1220, 1271, 1352, 1412, 1555, 1572, 1587, 1688, 1770, 1780, 1781, 1880, 2142, 2231, 2283, 2414, 2498, 2567, 2756, 2776, 2900, 3183, 3196, 3238, 3308, 3431, 3477, 3512, 3544, 3569, 3629, 3694, 3875, 4028]
Iter#1459114 New set #90 of size 46 (16212.4 its/hit = 4.178s/hit): seed=8933233279173947871 [80, 139, 292, 327, 396, 600, 632, 677, 795, 822, 904, 971, 1020, 1158, 1207, 1246, 1341, 1860, 2118, 2257, 2453, 2493, 2521, 2593, 2663, 2740, 2779, 2795, 2797, 2915, 2924, 3224, 3250, 3253, 3302, 3332, 3367, 3452, 3522, 3558, 3559, 3744, 3803, 3926, 3989, 4014]
Iter#1585184 New set #100 of size 46 (15851.8 its/hit = 4.090s/hit): seed=79167536909310147 [79, 111, 142, 188, 537, 667, 691, 707, 765, 830, 873, 919, 1191, 1552, 1650, 1706, 1785, 1883, 1886, 1922, 2062, 2091, 2227, 2322, 2569, 2608, 2643, 2791, 2867, 2903, 2952, 3041, 3112, 3212, 3356, 3377, 3392, 3408, 3409, 3511, 3563, 3821, 3851, 3863, 3864, 4021]
