[*] Computing DDT
[+] DDT Computed
DDT took 308.011929ms
Iter#1 New set #1 of size 35 (1.0 its/hit = 0.000s/hit): seed=9057343079566222675 [0, 159, 254, 329, 501, 880, 883, 950, 983, 1085, 1233, 1300, 1454, 1645, 1690, 1895, 1996, 2011, 2086, 2337, 2349, 2489, 2585, 2763, 2817, 2948, 3015, 3332, 3335, 3410, 3430, 3533, 3630, 3663, 3832]
Iter#2 New set #2 of size 35 (1.0 its/hit = 0.000s/hit): seed=12119069513482305077 [0, 264, 407, 432, 503, 694, 956, 1344, 1397, 1834, 1876, 1992, 2080, 2189, 2239, 2319, 2514, 2944, 2985, 2994, 3082, 3144, 3207, 3363, 3531, 3537, 3555, 3664, 3734, 3746, 3804, 3822, 3941, 4032, 4040]
Iter#3 New set #3 of size 35 (1.0 its/hit = 0.000s/hit): seed=9903175497376391305 [0, 14, 216, 225, 313, 540, 564, 624, 654, 766, 1033, 1125, 1251, 1403, 1499, 1511, 1846, 1896, 1979, 2073, 2080, 2124, 2411, 2428, 2738, 2816, 2907, 2991, 3054, 3066, 3353, 3637, 3651, 3673, 3691]
Iter#5 New set #1 of size 36 (5.0 its/hit = 0.000s/hit): seed=9052311656366643211 [0, 1, 49, 75, 131, 267, 339, 646, 669, 863, 888, 999, 1099, 1211, 1362, 1437, 1452, 1798, 1868, 2071, 2086, 2131, 2674, 2730, 2800, 2996, 3199, 3255, 3361, 3466, 3515, 3627, 3839, 3902, 3915, 4013]
Iter#16 New set #1 of size 37 (16.0 its/hit = 0.000s/hit): seed=7224651948879929264 [0, 429, 450, 514, 715, 785, 835, 1018, 1323, 1358, 1419, 1567, 1588, 1614, 1905, 2036, 2086, 2182, 2339, 2393, 2717, 2764, 2819, 2882, 3266, 3274, 3297, 3390, 3433, 3513, 3518, 3541, 3566, 3611, 3634, 3834, 3877]
Iter#19 New set #1 of size 38 (19.0 its/hit = 0.000s/hit): seed=13181196329551413888 [0, 113, 239, 337, 353, 546, 608, 813, 947, 1028, 1052, 1063, 1377, 1385, 1466, 1548, 1604, 1627, 1762, 2020, 2138, 2386, 2498, 2500, 2508, 2543, 2574, 2679, 2704, 2824, 2829, 3477, 3576, 3596, 3836, 3970, 4047, 4081]
Iter#22 New set #1 of size 43 (22.0 its/hit = 0.000s/hit): seed=14088852015099341139 [0, 187, 304, 343, 815, 892, 1269, 1289, 1370, 1442, 1607, 1996, 2065, 2102, 2169, 2176, 2215, 2264, 2285, 2350, 2418, 2486, 2591, 2732, 2811, 2855, 2976, 2990, 2997, 3069, 3152, 3185, 3200, 3212, 3402, 3437, 3464, 3547, 3580, 3734, 3766, 3868, 4045]
Iter#348 New set #2 of size 43 (174.0 its/hit = 0.000s/hit): seed=16672126602606155132 [0, 3, 197, 246, 433, 469, 586, 749, 769, 775, 823, 1012, 1053, 1124, 1309, 1437, 1612, 1623, 1835, 2047, 2127, 2146, 2374, 2411, 2462, 2665, 2716, 2849, 2883, 2953, 3037, 3399, 3446, 3491, 3530, 3799, 3834, 3900, 3905, 4062, 4066, 4081, 4083]
Iter#595 New set #3 of size 43 (198.3 its/hit = 0.000s/hit): seed=16182438494497013908 [0, 60, 180, 195, 239, 430, 784, 997, 1049, 1254, 1477, 1485, 1568, 1586, 1647, 1909, 2191, 2198, 2262, 2410, 2453, 2666, 2672, 2794, 2802, 2993, 3049, 3152, 3255, 3281, 3299, 3407, 3474, 3504, 3552, 3668, 3743, 3829, 3912, 3918, 3996, 4021, 4022]
Iter#841 New set #4 of size 43 (210.2 its/hit = 0.000s/hit): seed=11966670612972820374 [0, 36, 145, 236, 290, 314, 340, 456, 585, 589, 624, 699, 888, 946, 1149, 1182, 1509, 1525, 1577, 1637, 1707, 1747, 1952, 1983, 2121, 2313, 2455, 2510, 2657, 2839, 2909, 2947, 2980, 3021, 3221, 3408, 3490, 3598, 3619, 3793, 3844, 3850, 3869]
Iter#1083 New set #5 of size 43 (216.6 its/hit = 0.000s/hit): seed=9265765667213755672 [0, 23, 165, 166, 699, 792, 846, 924, 1020, 1084, 1163, 1164, 1177, 1396, 1540, 1543, 1846, 1898, 1973, 2102, 2160, 2163, 2178, 2180, 2235, 2393, 2716, 2788, 2823, 2927, 2946, 2978, 3037, 3218, 3411, 3447, 3786, 3793, 3794, 3899, 3917, 3998, 4011]
Iter#1225 New set #6 of size 43 (204.2 its/hit = 0.000s/hit): seed=1109094611766234352 [0, 52, 106, 186, 203, 218, 239, 318, 438, 699, 763, 866, 901, 938, 1024, 1104, 1239, 1372, 1379, 1383, 1394, 1606, 1770, 1950, 2287, 2292, 2300, 2506, 2528, 2639, 2685, 2912, 2929, 3291, 3421, 3444, 3735, 3784, 3801, 3833, 3909, 3995, 4044]
Iter#1553 New set #7 of size 43 (221.9 its/hit = 0.000s/hit): seed=8377075213850486029 [0, 239, 242, 270, 305, 333, 520, 621, 684, 792, 862, 906, 1193, 1291, 1357, 1640, 1665, 1686, 2033, 2085, 2125, 2147, 2275, 2284, 2456, 2755, 2862, 2913, 2914, 2921, 2929, 3144, 3169, 3286, 3560, 3638, 3682, 3696, 3717, 3739, 3879, 3883, 3915]
Iter#1623 New set #8 of size 43 (202.9 its/hit = 0.000s/hit): seed=11768916748995025522 [0, 109, 423, 458, 546, 556, 586, 624, 699, 892, 1118, 1227, 1254, 1402, 1546, 1585, 1628, 1690, 1795, 1807, 1942, 2032, 2043, 2231, 2311, 2450, 2491, 2650, 2701, 2767, 2795, 2844, 2949, 3165, 3266, 3409, 3422, 3630, 3633, 3752, 3895, 3921, 4018]
Iter#1725 New set #9 of size 43 (191.7 its/hit = 0.000s/hit): seed=13122145798994295887 [0, 266, 310, 389, 470, 482, 489, 762, 1289, 1315, 1318, 1398, 1485, 1529, 1543, 1645, 1719, 1783, 1795, 2369, 2403, 2410, 2459, 2540, 2575, 2773, 2870, 2946, 2960, 2998, 3049, 3219, 3357, 3359, 3472, 3565, 3603, 3689, 3811, 3878, 3993, 4013, 4089]
Iter#1806 New set #10 of size 43 (180.6 its/hit = 0.000s/hit): seed=8624932877469098066 [0, 35, 57, 60, 207, 300, 384, 600, 604, 859, 1086, 1128, 1202, 1326, 1359, 1569, 1643, 1802, 1815, 1992, 2136, 2283, 2392, 2555, 2656, 2713, 2755, 2920, 2979, 3107, 3200, 3252, 3305, 3462, 3498, 3577, 3600, 3784, 3820, 3861, 3867, 4019, 4024]
